Stock_Actual,Consumo_Diario,Lead_Time,Ocupacion_Albergue,Pacientes_Alto_Riesgo,Ocupacion_Total,Punto_Reorden,Ratio_Stock,Necesita_Reabastecimiento
251,21.23,6,0.0,0,1,127.38,1.970482022295494,2
359,31.86,14,1.33,0,1,446.04,0.8048605506232626,2
342,25.07,7,0.0,0,1,175.49,1.94882899310502,2
485,16.27,6,1.23,0,1,97.62,4.968244212251587,1
666,14.68,14,0.0,0,1,205.52,3.240560529388868,1
505,16.25,7,0.0,0,1,113.75,4.43956043956044,1
338,19.93,12,0.0,0,1,239.16,1.4132798126777053,2
634,21.25,13,1.2,0,1,276.25,2.295022624434389,1
461,22.05,7,0.0,0,1,154.35,2.986718496922579,1
411,28.29,8,0.0,0,1,226.32,1.8160127253446448,2
267,20.85,2,0.71,0,1,41.7,6.402877697841726,0
488,15.49,3,2.43,0,1,46.47,10.501398751882936,0
418,16.16,5,0.0,0,1,80.8,5.173267326732674,1
422,18.36,10,0.0,0,1,183.6,2.298474945533769,1
570,20.77,8,1.17,0,1,166.16,3.4304285026480503,1
674,24.08,5,5.64,1,1,120.4,5.598006644518273,1
488,17.4,9,0.0,0,1,156.6,3.116219667943806,1
623,25.76,3,0.0,0,1,77.28,8.06159420289855,0
511,22.04,3,0.0,0,1,66.12,7.728372655777374,0
485,19.76,7,0.79,0,1,138.32000000000002,3.5063620589936373,1
425,16.76,13,1.69,0,1,217.88,1.9506150174407928,2
420,25.71,13,0.83,0,1,334.23,1.2566196930257607,2
610,21.1,5,1.44,0,1,105.5,5.781990521327014,0
514,11.69,5,0.0,0,1,58.45,8.793840889649273,0
608,21.21,10,0.42,0,1,212.1,2.8665723715228664,1
411,12.06,7,1.44,0,1,84.42,4.868514570007108,1
531,11.36,7,3.58,0,1,79.52,6.677565392354125,0
380,14.36,9,2.45,0,1,129.24,2.940266171463943,1
388,24.1,8,0.0,0,1,192.8,2.012448132780083,2
557,18.24,14,1.48,0,1,255.36,2.181234335839599,2
653,29.14,4,0.24,0,1,116.56,5.602264927934111,0
403,10.45,7,0.0,0,1,73.14999999999999,5.509227614490773,1
342,21.75,2,0.91,1,1,43.5,7.862068965517241,0
778,35.35,5,0.0,0,1,176.75,4.401697312588402,1
640,16.31,5,0.0,0,1,81.55,7.847946045370938,0
597,18.14,3,2.34,0,1,54.42,10.970231532524808,0
266,16.45,4,0.52,0,1,65.8,4.042553191489362,1
615,29.16,11,2.51,0,1,320.76,1.9173213617658065,2
392,21.13,13,0.0,0,1,274.69,1.4270632349193637,2
292,23.34,11,0.41,0,1,256.74,1.1373373841240164,2
444,22.38,2,1.35,0,1,44.76,9.919571045576408,0
351,18.08,2,4.24,0,1,36.16,9.706858407079649,0
319,22.52,11,0.0,0,1,247.72,1.2877442273534636,2
563,25.39,2,2.31,0,1,50.78,11.087042142575816,0
431,20.99,7,0.0,0,1,146.92999999999998,2.933369631797455,1
501,27.87,13,0.15,0,1,362.31,1.38279374016726,2
363,21.61,9,0.0,0,1,194.49,1.8664198673453647,2
322,13.05,2,2.12,0,1,26.1,12.337164750957854,0
476,22.25,3,2.13,0,1,66.75,7.131086142322097,0
412,12.25,13,3.26,0,1,159.25,2.58712715855573,1
431,18.63,2,5.76,0,1,37.26,11.56736446591519,0
316,16.95,2,0.0,0,1,33.9,9.321533923303836,0
463,18.56,11,1.85,0,1,204.16,2.267829153605016,1
497,24.84,8,2.37,0,1,198.72,2.5010064412238324,1
470,12.86,13,0.0,0,1,167.18,2.8113410695059216,1
367,21.92,2,1.25,0,1,43.84,8.371350364963503,0
561,19.61,13,0.0,0,1,254.93,2.20060408739654,1
355,22.78,4,0.32,0,1,91.12,3.895961369622476,1
540,15.08,14,0.99,0,1,211.12,2.5577870405456613,1
449,11.1,8,0.0,0,1,88.8,5.056306306306307,1
593,23.54,10,0.44,0,1,235.4,2.51911639762107,1
932,15.29,10,1.98,0,1,152.89999999999998,6.0954872465663845,0
510,19.65,8,0.0,0,1,157.2,3.2442748091603058,1
434,16.08,13,0.0,0,1,209.04,2.076157673172599,2
277,16.21,10,0.0,0,1,162.10000000000002,1.7088217149907463,2
617,17.14,2,0.0,0,1,34.28,17.998833138856476,0
432,14.6,2,0.0,0,1,29.2,14.794520547945206,0
351,19.72,14,3.08,0,1,276.08,1.2713706172124022,2
285,25.43,9,2.36,0,1,228.87,1.2452483942849653,2
512,15.68,2,0.0,0,1,31.36,16.3265306122449,0
377,22.04,9,0.0,0,1,198.36,1.9005847953216373,2
620,22.34,2,0.49,0,1,44.68,13.87645478961504,0
470,17.7,3,2.6,0,1,53.1,8.851224105461394,0
514,19.46,7,2.17,0,1,136.22,3.773307884304801,1
557,12.72,11,1.15,0,1,139.92000000000002,3.980846197827329,1
503,20.5,9,2.19,0,1,184.5,2.7262872628726287,1
463,26.15,14,2.83,0,1,366.1,1.264681780934171,2
399,31.7,3,3.49,0,1,95.1,4.195583596214512,1
354,20.83,12,1.13,0,1,249.96,1.416226596255401,2
535,21.24,6,1.6,0,1,127.44,4.19805398618958,1
794,13.93,12,0.0,0,1,167.16,4.749940177075856,1
459,24.08,2,0.0,0,1,48.16,9.530730897009969,0
577,15.54,4,3.63,0,1,62.16,9.282496782496784,0
264,17.99,6,0.0,0,1,107.94,2.445803224013341,1
392,18.3,7,0.0,0,1,128.1,3.060109289617486,1
463,23.74,2,1.06,0,1,47.48,9.751474304970516,0
726,22.83,10,0.97,0,1,228.3,3.180026281208936,1
646,28.6,2,0.0,0,1,57.2,11.293706293706292,0
393,18.5,13,0.04,0,1,240.5,1.634095634095634,2
534,15.36,13,0.0,0,1,199.68,2.6742788461538463,1
549,7.55,10,0.0,0,1,75.5,7.271523178807947,0
547,18.31,3,1.86,0,1,54.92999999999999,9.95812852721646,0
367,30.75,5,1.16,0,1,153.75,2.3869918699186994,1
468,18.05,3,1.19,0,1,54.150000000000006,8.642659279778393,0
450,25.03,12,2.45,0,1,300.36,1.4982021574111066,2
338,11.42,3,0.0,0,1,34.26,9.86573263280794,0
389,21.34,10,2.11,0,1,213.4,1.8228678537956888,2
488,27.14,12,1.82,0,1,325.68,1.49840334070253,2
363,22.34,4,0.0,0,1,89.36,4.062220232766339,1
422,24.34,7,3.43,0,1,170.38,2.4768165277614744,1
256,17.56,8,1.38,0,1,140.48,1.8223234624145788,2
416,26.43,5,0.08,0,1,132.15,3.147937949300038,1
402,19.56,7,1.16,0,1,136.92,2.9360210341805435,1
349,21.82,12,0.0,0,1,261.84000000000003,1.3328750381912615,2
412,15.47,13,1.58,0,1,201.11,2.0486301029287453,2
330,20.83,12,2.23,0,1,249.96,1.3202112337974077,2
560,19.02,3,0.0,0,1,57.06,9.814230634419909,0
472,19.13,14,2.57,0,1,267.82,1.762377716376671,2
351,13.13,8,0.0,0,1,105.04,3.341584158415841,1
605,21.81,7,0.0,0,1,152.67,3.96279557214908,1
516,21.53,6,0.32,0,1,129.18,3.994426381792847,1
386,18.58,14,0.0,0,1,260.12,1.48393049361833,2
732,12.38,9,2.62,0,1,111.42,6.569736133548735,0
513,22.84,13,2.71,0,1,296.92,1.7277381112757644,2
354,20.28,12,2.26,0,1,243.36,1.4546351084812623,2
619,20.6,8,0.0,0,1,164.8,3.756067961165048,1
501,32.17,13,0.0,0,1,418.21,1.197962745988857,2
547,16.48,14,0.0,0,1,230.72,2.3708391123439667,1
345,20.69,14,2.5,0,1,289.66,1.1910515777118,2
442,18.12,8,1.64,0,1,144.96,3.049116997792494,1
429,9.76,10,1.41,0,1,97.6,4.395491803278689,1
382,25.35,2,0.0,0,1,50.7,7.5345167652859955,0
478,32.87,5,0.0,0,1,164.35,2.90842713720718,1
654,18.72,11,0.49,0,1,205.92,3.175990675990676,1
483,17.16,9,0.0,0,1,154.44,3.1274281274281277,1
281,20.05,6,1.03,0,1,120.3,2.335827098919368,1
662,24.92,3,0.0,0,1,74.76,8.855002675227393,0
411,16.59,2,0.69,0,1,33.18,12.386980108499095,0
687,29.11,12,0.0,0,1,349.32,1.9666781174854,2
568,13.4,2,0.22,0,1,26.8,21.19402985074627,0
463,22.61,11,0.0,0,1,248.71,1.8616058863736884,2
534,14.53,11,2.39,0,1,159.82999999999998,3.341049865482075,1
577,26.77,4,0.0,1,1,107.08,5.38849458348898,1
521,21.51,5,2.37,0,1,107.55,4.844258484425848,1
338,19.03,11,2.47,0,1,209.33,1.6146753929202693,2
475,19.25,8,0.0,0,1,154.0,3.0844155844155843,1
415,23.29,3,3.8,0,1,69.87,5.93960211821955,0
723,33.13,7,1.36,0,1,231.91000000000005,3.1175887197619763,1
389,18.16,5,2.59,0,1,90.8,4.284140969162996,1
634,18.75,11,0.0,0,1,206.25,3.0739393939393937,1
360,26.46,4,3.9,0,1,105.84,3.401360544217687,1
552,28.0,8,0.0,0,1,224.0,2.4642857142857144,1
380,16.68,8,2.22,0,1,133.44,2.8477218225419665,1
551,23.33,3,1.04,0,1,69.99,7.872553221888841,0
552,13.05,13,1.95,0,1,169.65,3.253757736516357,1
379,17.0,14,1.87,0,1,238.0,1.592436974789916,2
706,19.99,14,1.17,0,1,279.86,2.5226899163867653,1
485,20.97,9,0.77,0,1,188.73,2.569808721453929,1
501,21.87,8,1.05,0,1,174.96,2.863511659807956,1
432,22.48,2,2.57,0,1,44.96,9.608540925266905,0
515,20.25,2,0.0,0,1,40.5,12.716049382716047,0
201,15.62,8,2.33,0,1,124.96,1.6085147247119078,2
412,18.19,8,0.0,0,1,145.52,2.8312259483232545,1
524,15.35,7,0.0,0,1,107.45,4.876686831084225,1
333,20.61,9,0.0,0,1,185.49,1.7952450266860749,2
500,20.72,13,0.0,0,1,269.36,1.856251856251856,2
371,18.44,3,1.19,0,1,55.32000000000001,6.70643528561099,0
420,18.57,8,1.24,0,1,148.56,2.827140549273021,1
427,31.17,5,2.79,0,1,155.85000000000002,2.7398139236445296,1
516,18.58,4,1.01,0,1,74.32,6.942949407965555,0
525,22.41,6,0.0,0,1,134.46,3.904506916555109,1
542,11.76,6,0.01,0,1,70.56,7.68140589569161,0
383,20.35,3,0.12,1,1,61.05,6.273546273546273,0
402,31.47,10,0.0,0,1,314.7,1.2774070543374645,2
309,18.59,10,2.29,0,1,185.9,1.6621839698762777,2
295,16.24,12,0.0,0,1,194.88,1.513752052545156,2
415,25.84,11,2.08,0,1,284.24,1.4600337742752605,2
558,15.53,14,0.0,0,1,217.42,2.5664612271180207,1
663,24.47,13,0.0,0,1,318.11,2.084184715978749,2
475,14.38,8,2.07,0,1,115.04,4.128998609179416,1
432,22.97,5,4.04,0,1,114.85,3.761427949499347,1
490,27.63,8,0.47,0,1,221.04,2.2167933405718423,1
383,22.43,14,1.99,0,1,314.02,1.2196675370995478,2
669,21.54,2,0.87,0,1,43.08,15.52924791086351,0
537,22.0,10,4.48,0,1,220.0,2.440909090909091,1
463,20.88,4,1.98,0,1,83.52,5.543582375478928,1
380,19.85,9,0.0,0,1,178.65,2.127064091799608,2
714,7.87,6,0.01,0,1,47.22,15.120711562897078,0
289,27.4,6,3.0,0,1,164.39999999999998,1.7579075425790758,2
356,23.28,8,0.0,0,1,186.24,1.9115120274914088,2
658,14.63,12,1.64,0,1,175.56,3.748006379585327,1
217,26.12,10,0.0,0,1,261.2,0.830781010719755,2
573,27.36,12,0.0,1,1,328.32,1.745248538011696,2
400,23.8,7,0.0,0,1,166.6,2.4009603841536618,1
535,29.41,3,0.0,0,1,88.23,6.063697155162643,0
368,18.19,4,0.0,0,1,72.76,5.057724024189114,1
280,24.86,13,3.32,0,1,323.18,0.8663902469212204,2
597,22.6,8,2.92,0,1,180.8,3.3019911504424777,1
609,25.83,12,2.51,0,1,309.96,1.964769647696477,2
402,17.34,11,0.0,0,1,190.74,2.107581000314564,2
433,15.43,14,0.0,0,1,216.02,2.004444032959911,2
547,17.39,13,1.05,0,1,226.07,2.4196045472641217,1
360,23.1,2,0.0,0,1,46.2,7.792207792207792,0
323,14.95,7,3.3,0,1,104.65,3.086478738652652,1
414,16.1,4,2.6,0,1,64.4,6.428571428571428,0
401,16.81,11,0.0,0,1,184.91,2.168622573143692,2
617,15.75,14,0.41,0,1,220.5,2.798185941043084,1
608,19.75,12,2.26,0,1,237.0,2.5654008438818567,1
637,10.48,11,3.09,0,1,115.28,5.525676613462873,1
531,20.66,12,0.21,0,1,247.92,2.141819941916747,2
441,19.61,3,3.27,0,1,58.83,7.496175420703723,0
352,9.0,10,1.68,0,1,90.0,3.911111111111111,1
400,26.21,7,0.0,0,1,183.47,2.1801929470758163,2
373,20.52,3,0.0,0,1,61.56,6.059129304743339,0
472,14.75,13,3.81,0,1,191.75,2.4615384615384617,1
450,20.41,7,0.0,0,1,142.87,3.149716525512704,1
333,9.99,10,1.97,0,1,99.9,3.333333333333333,1
328,21.49,14,0.0,0,1,300.86,1.0902080701987638,2
279,25.92,9,3.41,0,1,233.28000000000003,1.1959876543209875,2
502,7.48,10,0.0,0,1,74.80000000000001,6.711229946524063,0
355,26.49,14,0.0,0,1,370.86,0.9572345359434828,2
369,15.1,4,0.0,0,1,60.4,6.109271523178808,0
495,18.22,4,3.67,0,1,72.88,6.79198682766191,0
622,24.33,4,0.0,0,1,97.32,6.391286477599672,0
666,23.03,3,2.53,0,1,69.09,9.639600521059489,0
421,20.54,8,0.25,0,1,164.32,2.56207400194742,1
557,20.95,3,0.41,0,1,62.85,8.862370723945904,0
253,13.83,14,1.0,0,1,193.62,1.3066831938849293,2
565,23.13,10,1.36,0,1,231.3,2.4427150886294857,1
339,20.34,3,0.0,0,1,61.02,5.555555555555556,1
497,26.11,14,0.0,0,1,365.54,1.359632324779778,2
396,23.52,3,1.46,0,1,70.56,5.612244897959184,0
362,30.1,14,0.0,0,1,421.4,0.8590412909349786,2
448,15.32,2,1.13,0,1,30.64,14.621409921671018,0
577,16.39,10,0.0,0,1,163.9,3.5204392922513725,1
241,14.52,10,4.25,0,1,145.2,1.659779614325069,2
385,8.62,8,1.24,0,1,68.96,5.582946635730859,1
414,24.81,7,1.26,0,1,173.67,2.383831404387632,1
454,20.14,13,1.88,0,1,261.82,1.7340157360018331,2
271,22.95,8,2.61,0,1,183.6,1.4760348583877996,2
549,14.62,13,3.37,0,1,190.06,2.88856150689256,1
518,23.05,2,0.0,0,1,46.1,11.23644251626898,0
555,18.14,2,0.0,0,1,36.28,15.29768467475193,0
246,17.2,5,0.55,0,1,86.0,2.86046511627907,1
750,23.34,8,0.0,0,1,186.72,4.016709511568124,1
686,17.51,7,1.8,0,1,122.57,5.596801827527127,1
402,27.67,10,0.62,0,1,276.70000000000005,1.4528370075894468,2
573,17.04,11,0.25,0,1,187.44,3.056978233034571,1
421,18.08,4,3.24,0,1,72.32,5.821349557522124,0
540,9.96,11,2.54,0,1,109.56,4.928806133625411,1
271,15.07,12,0.25,0,1,180.84,1.4985622649856227,2
469,21.66,14,0.0,0,1,303.24,1.5466297322253,2
527,23.84,4,4.06,0,1,95.36,5.5264261744966445,1
365,20.73,7,2.14,0,1,145.11,2.5153331955068565,1
753,27.2,4,0.0,0,1,108.8,6.920955882352941,0
345,30.43,10,0.55,0,1,304.3,1.133749589221163,2
307,15.77,13,4.14,0,1,205.01,1.4974879274181747,2
475,19.86,7,0.32,0,1,139.01999999999998,3.416774564810819,1
292,22.71,6,2.23,0,1,136.26,2.142961984441509,2
413,29.54,3,0.0,0,1,88.62,4.660347551342812,1
579,27.79,10,2.47,0,1,277.9,2.083483267362361,2
428,22.79,7,0.0,0,1,159.53,2.682880962828308,1
340,10.46,7,1.39,0,1,73.22,4.643540016388965,1
532,15.15,12,0.0,0,1,181.8,2.9262926292629263,1
414,20.42,4,4.63,0,1,81.68,5.068560235063663,1
546,22.04,3,0.0,0,1,66.12,8.257713248638838,0
654,26.18,3,1.1,0,1,78.53999999999999,8.326967150496563,0
381,16.92,13,5.71,0,1,219.96000000000004,1.7321331151118382,2
555,24.07,11,0.0,0,1,264.77,2.0961589303924164,2
454,17.54,4,1.03,0,1,70.16,6.470923603192703,0
354,26.96,7,2.17,0,1,188.72,1.875794828317084,2
357,20.22,8,0.3,0,1,161.76,2.206973293768546,1
635,16.5,10,0.0,0,1,165.0,3.8484848484848486,1
385,24.63,2,0.29,0,1,49.26,7.815671944782785,0
425,13.34,14,0.25,0,1,186.76,2.275647890340544,1
609,21.27,3,1.35,0,1,63.81,9.543958627174424,0
545,22.92,8,1.11,0,1,183.36,2.972294938917975,1
473,15.19,7,4.43,0,1,106.33,4.448415310824791,1
426,19.4,13,3.36,0,1,252.2,1.68913560666138,2
369,19.55,8,0.0,0,1,156.4,2.3593350383631715,1
551,24.93,10,0.0,0,1,249.3,2.210188527878058,1
320,17.62,2,0.0,0,1,35.24,9.080590238365494,0
567,18.01,5,0.2,0,1,90.05000000000001,6.296501943364796,0
608,19.09,13,0.0,0,1,248.17,2.449933513317484,1
342,19.31,10,0.0,0,1,193.1,1.7711030554117038,2
415,18.07,8,0.0,0,1,144.56,2.870780298837853,1
506,16.13,4,3.05,0,1,64.52,7.842529448233106,0
495,21.34,9,0.0,0,1,192.06,2.577319587628866,1
465,15.63,12,0.66,0,1,187.56,2.479206653870761,1
536,18.88,10,0.11,0,1,188.8,2.838983050847458,1
728,26.09,12,3.78,0,1,313.08,2.3252842723904434,1
295,22.87,4,2.14,0,1,91.48,3.224748578924355,1
427,18.02,10,0.0,0,1,180.2,2.369589345172032,1
309,24.86,2,0.0,0,1,49.72,6.214802896218826,0
654,21.65,11,0.0,0,1,238.15,2.7461683812723074,1
508,13.81,8,1.82,0,1,110.48,4.598117306299782,1
389,18.19,7,1.4,0,1,127.33,3.055053797219822,1
556,20.92,11,1.49,0,1,230.12,2.416130714409873,1
515,27.4,4,2.43,0,1,109.6,4.698905109489052,1
403,16.43,9,4.08,0,1,147.87,2.7253668763102725,1
461,12.61,13,4.84,0,1,163.93,2.8121759287500763,1
329,8.53,4,0.0,0,1,34.12,9.642438452520516,0
387,19.77,11,0.0,0,1,217.47,1.7795558008001104,2
485,18.82,13,1.48,0,1,244.66,1.9823428431292407,2
428,19.02,7,1.27,0,1,133.14,3.214661258825297,1
512,14.45,4,0.81,0,1,57.8,8.858131487889274,0
395,27.67,4,0.11,0,1,110.68,3.5688471268521864,1
518,17.97,14,1.89,0,1,251.58,2.058987200890373,2
488,22.59,14,1.77,0,1,316.26,1.5430342123569216,2
730,17.09,13,0.0,0,1,222.17,3.285772156456768,1
360,30.23,13,0.73,0,1,392.99,0.916053843609252,2
627,20.77,10,0.63,0,1,207.7,3.0187770823302844,1
430,22.81,11,0.0,0,1,250.91,1.7137619066597585,2
357,15.24,7,0.0,0,1,106.68,3.3464566929133857,1
546,12.29,10,0.0,0,1,122.9,4.442636289666396,1
555,22.73,5,0.0,0,1,113.65,4.883413990321161,1
433,22.0,11,0.0,0,1,242.0,1.7892561983471074,2
424,21.02,10,1.96,0,1,210.2,2.0171265461465278,2
499,16.62,14,2.52,0,1,232.68,2.1445762420491663,2
769,20.52,7,1.3,0,1,143.64,5.353661932609302,1
300,23.63,4,0.68,0,1,94.52,3.1739314430808294,1
569,19.01,3,0.0,0,1,57.03,9.977204979835172,0
471,18.22,10,1.46,0,1,182.2,2.5850713501646543,1
280,22.26,4,0.0,0,1,89.04,3.144654088050314,1
410,15.52,10,0.0,0,1,155.2,2.641752577319588,1
376,17.64,14,1.51,0,1,246.96,1.5225137674117266,2
561,17.47,10,0.59,0,1,174.7,3.211219232970808,1
346,25.12,11,0.0,0,1,276.32,1.2521713954834974,2
231,15.87,13,0.0,0,1,206.31,1.1196742765740877,2
291,15.11,3,0.0,0,1,45.33,6.41958967571145,0
728,16.52,12,0.0,0,1,198.24,3.672316384180791,1
488,20.15,9,1.33,0,1,181.35,2.690929142542046,1
374,20.18,5,3.99,0,1,100.9,3.706640237859266,1
386,17.29,3,0.0,0,1,51.87,7.441681125891653,0
784,22.46,5,1.43,0,1,112.3,6.981300089047195,0
424,27.16,5,0.28,0,1,135.8,3.1222385861561115,1
796,23.77,4,2.79,0,1,95.08,8.371897349600337,0
491,18.69,10,0.0,0,1,186.9,2.6270733012306047,1
382,21.19,3,0.21,0,1,63.57000000000001,6.009123800534843,0
442,18.3,4,0.0,0,1,73.2,6.038251366120218,0
304,17.92,3,0.0,0,1,53.760000000000005,5.654761904761904,0
512,36.06,2,0.0,0,1,72.12,7.099278979478647,0
526,20.61,8,0.33,0,1,164.88,3.1901989325570117,1
502,13.74,6,2.66,0,1,82.44,6.08927704997574,0
592,18.78,2,0.84,0,1,37.56,15.761448349307772,0
354,7.79,12,0.61,0,1,93.48,3.7869062901155326,1
261,25.07,5,0.0,0,1,125.35,2.082169924212206,2
518,20.6,4,1.94,0,1,82.4,6.2864077669902905,0
544,21.25,7,0.7,0,1,148.75,3.657142857142857,1
438,12.19,11,1.26,0,1,134.09,3.266462823476769,1
749,15.5,2,0.99,0,1,31.0,24.161290322580644,0
386,17.9,2,0.18,0,1,35.8,10.782122905027936,0
235,20.68,7,0.23,0,1,144.76,1.6233766233766236,2
545,27.25,11,1.89,0,1,299.75,1.818181818181818,2
389,21.29,7,0.2,0,1,149.03,2.610212708850567,1
396,20.49,10,0.0,0,1,204.9,1.9326500732064424,2
685,11.78,4,0.0,0,1,47.12,14.53735144312394,0
391,19.35,12,0.07,0,1,232.2,1.6838931955211025,2
567,23.37,2,0.0,0,1,46.74,12.130937098844672,0
415,20.37,12,2.49,0,1,244.44,1.69775814105711,2
377,22.98,8,0.02,0,1,183.84,2.050696257615318,2
533,22.31,12,0.17,0,1,267.72,1.99088600029882,2
519,15.77,4,0.57,0,1,63.08,8.227647431832594,0
677,10.93,10,0.0,0,1,109.3,6.193961573650503,0
258,14.15,13,0.0,0,1,183.95,1.4025550421310138,2
276,14.95,12,2.5,0,1,179.39999999999998,1.5384615384615383,2
575,20.53,7,0.0,0,1,143.71,4.001113353280913,1
509,14.74,12,2.85,0,1,176.88,2.877657168701945,1
502,17.5,13,0.02,0,1,227.5,2.2065934065934067,1
302,23.14,2,0.0,0,1,46.28,6.525496974935177,0
513,14.48,14,0.23,0,1,202.72,2.5305840568271507,1
296,28.96,3,0.0,0,1,86.88,3.406998158379374,1
648,12.36,2,4.51,0,1,24.72,26.21359223300971,0
421,17.96,2,3.67,0,1,35.92,11.720489977728285,0
634,14.11,3,0.0,0,1,42.33,14.977557287975433,0
472,17.6,6,5.12,0,1,105.6,4.46969696969697,1
261,23.59,13,0.0,0,1,306.67,0.8510777056771122,2
330,25.04,6,0.0,0,1,150.24,2.196485623003195,2
567,27.56,2,0.0,0,1,55.12,10.286647314949205,0
347,24.89,10,0.0,0,1,248.9,1.3941341904379267,2
435,17.22,10,0.0,0,1,172.2,2.526132404181185,1
582,22.93,9,0.0,0,1,206.37,2.820177351359209,1
408,15.26,5,2.92,0,1,76.3,5.347313237221495,1
573,19.92,12,3.0,0,1,239.04,2.3970883534136544,1
324,18.9,5,0.0,0,1,94.5,3.4285714285714284,1
253,16.31,6,2.01,0,1,97.86,2.585325975883916,1
784,19.72,2,2.94,0,1,39.44,19.878296146044622,0
596,11.11,12,2.41,0,1,133.32,4.47044704470447,1
289,32.72,6,0.6,0,1,196.32,1.4720863895680525,2
562,20.06,2,3.26,0,1,40.12,14.007976071784649,0
711,30.92,2,0.0,0,1,61.84,11.497412677878396,0
326,12.32,14,1.81,0,1,172.48000000000002,1.8900742115027829,2
644,22.38,3,4.57,1,1,67.14,9.591897527554364,0
474,24.68,8,0.82,0,1,197.44,2.4007293354943275,1
366,4.87,14,3.22,0,1,68.18,5.368143150484013,1
621,21.3,3,1.15,0,1,63.900000000000006,9.718309859154928,0
675,24.35,11,0.99,0,1,267.85,2.520067201792048,1
359,11.84,3,2.53,0,1,35.52,10.106981981981985,0
253,14.75,14,2.32,0,1,206.5,1.225181598062954,2
423,25.19,8,0.89,0,1,201.52,2.099047240968638,2
615,28.48,2,0.0,0,1,56.96,10.797050561797752,0
671,19.04,12,1.01,0,1,228.48,2.936799719887955,1
638,27.22,2,2.56,0,1,54.44,11.71932402645114,0
509,25.02,4,1.31,0,1,100.08,5.085931254996003,1
501,18.24,2,1.43,0,1,36.48,13.733552631578949,0
419,9.69,2,0.0,0,1,19.38,21.620227038183696,0
594,24.72,6,1.32,0,1,148.32,4.004854368932039,1
490,23.45,4,0.0,0,1,93.8,5.223880597014926,1
649,14.41,11,0.0,0,1,158.51,4.0943789035392095,1
544,8.21,13,0.0,0,1,106.73000000000002,5.096973671882319,1
417,21.77,2,1.23,0,1,43.54,9.577400091869546,0
446,20.5,10,0.0,0,1,205.0,2.175609756097561,2
273,20.4,10,0.0,0,1,204.0,1.338235294117647,2
719,19.69,7,6.09,0,1,137.83,5.216571138358847,1
637,22.26,2,6.04,0,1,44.52,14.30817610062893,0
611,25.29,8,0.84,0,1,202.32,3.019968366943456,1
423,15.27,10,0.0,0,1,152.7,2.770137524557957,1
419,22.02,3,2.23,1,1,66.06,6.342718740538904,0
546,20.2,5,0.0,0,1,101.0,5.405940594059406,1
723,23.63,5,0.0,0,1,118.15,6.11933982225984,0
476,25.05,7,2.39,0,1,175.35,2.7145708582834334,1
742,24.85,11,0.0,0,1,273.35,2.7144686299615874,1
526,21.23,8,1.25,0,1,169.84,3.097032501177579,1
618,16.71,13,0.0,0,1,217.23,2.844910923905537,1
461,17.73,8,0.0,0,1,141.84,3.2501410039481105,1
283,10.35,12,0.0,0,1,124.2,2.278582930756844,1
530,22.76,3,0.0,0,1,68.28,7.76215582893966,0
773,24.88,12,0.0,0,1,298.56,2.589094319399785,1
492,15.46,3,2.01,0,1,46.38,10.608020698576972,0
465,22.33,13,0.68,0,1,290.29,1.6018464294326364,2
533,17.83,5,0.0,0,1,89.14999999999999,5.978687605159844,0
706,23.41,2,0.0,0,1,46.82,15.079026057240496,0
450,20.16,11,1.44,0,1,221.76,2.0292207792207795,2
661,21.77,5,0.0,0,1,108.85,6.072576940744144,0
472,15.66,8,4.36,0,1,125.28,3.767560664112388,1
494,18.83,7,0.0,0,1,131.81,3.747818830134284,1
607,19.56,14,3.22,0,1,273.84,2.2166228454572017,1
327,21.91,10,4.65,0,1,219.1,1.4924691921497033,2
236,16.05,10,0.58,0,1,160.5,1.470404984423676,2
477,20.82,10,0.69,1,1,208.2,2.2910662824207493,1
339,30.12,11,0.0,0,1,331.32,1.0231800072437522,2
620,5.38,5,0.23,0,1,26.9,23.04832713754647,0
379,20.73,4,4.45,0,1,82.92,4.570670525808008,1
512,25.35,10,0.0,1,1,253.5,2.019723865877712,2
600,21.15,4,0.0,0,1,84.6,7.092198581560284,0
504,11.41,2,0.0,0,1,22.82,22.085889570552148,0
271,23.5,12,1.76,0,1,282.0,0.9609929078014184,2
544,26.78,5,0.0,0,1,133.9,4.062733383121732,1
738,24.21,11,2.14,0,1,266.31,2.771206488678608,1
625,12.93,10,0.45,0,1,129.3,4.833720030935808,1
490,19.18,9,1.81,0,1,172.62,2.83860502838605,1
277,7.51,7,0.0,0,1,52.57,5.269164922959863,1
557,25.21,10,0.0,0,1,252.1,2.20944069813566,1
340,28.32,11,2.8,0,1,311.52,1.0914227015921931,2
414,10.85,12,0.19,0,1,130.2,3.179723502304148,1
409,24.13,8,1.85,0,1,193.04,2.1187318690426857,2
614,16.22,2,0.48,0,1,32.44,18.927250308261407,0
581,21.05,10,1.42,0,1,210.5,2.7600950118764844,1
524,14.56,7,0.0,0,1,101.92,5.141287284144427,1
339,22.08,3,2.57,0,1,66.24,5.117753623188406,1
418,19.3,10,0.26,0,1,193.0,2.1658031088082903,2
361,20.78,5,2.66,0,1,103.9,3.474494706448508,1
694,11.62,11,0.0,0,1,127.82,5.429510248787357,1
743,28.49,10,2.92,0,1,284.9,2.607932607932608,1
617,13.52,7,1.93,1,1,94.64,6.519442096365173,0
