Fecha,ID_Insumo,Stock_Actual,Consumo_Diario,Lead_Time,Ocupacion_Albergue,Pacientes_Alto_Riesgo,Ocupacion_Total
2024-07-06,alimentos,616,22.22,14,2.51,0,1
2024-07-07,alimentos,600,28.14,14,0.0,0,1
2024-07-08,alimentos,581,22.09,14,0.0,0,1
2024-07-09,alimentos,563,24.0,14,1.5,0,1
2024-07-10,alimentos,551,15.94,14,0.0,0,1
2024-07-11,alimentos,535,18.03,14,3.19,0,1
2024-07-12,alimentos,509,23.14,14,1.94,0,1
2024-07-13,alimentos,485,13.31,14,3.15,0,1
2024-07-14,alimentos,465,21.14,14,4.52,0,1
2024-07-15,alimentos,450,22.57,14,1.14,0,1
2024-07-16,alimentos,437,19.91,14,0.0,0,1
2024-07-17,alimentos,416,21.7,14,1.35,0,1
2024-07-18,alimentos,393,20.39,14,1.21,0,1
2024-07-19,alimentos,374,16.99,14,2.83,0,1
2024-07-20,alimentos,355,14.21,14,0.0,0,1
2024-07-21,alimentos,329,19.65,14,0.0,0,1
2024-07-22,alimentos,310,26.62,14,0.0,0,1
2024-07-23,alimentos,569,25.22,14,3.45,0,1
2024-07-24,alimentos,550,18.37,14,1.12,0,1
2024-07-25,alimentos,538,18.27,14,0.17,0,1
2024-07-26,alimentos,522,17.9,14,0.41,0,1
2024-07-27,alimentos,512,17.9,14,0.65,0,1
2024-07-28,alimentos,500,21.54,14,2.89,0,1
2024-07-29,alimentos,489,25.39,14,1.04,0,1
2024-07-30,alimentos,469,31.41,14,4.31,0,1
2024-07-31,alimentos,458,15.95,14,0.62,0,1
2024-08-01,alimentos,437,23.36,14,0.52,0,1
2024-08-02,alimentos,415,22.81,14,2.41,0,1
2024-08-03,alimentos,402,18.45,14,0.68,0,1
2024-08-04,alimentos,391,14.97,14,5.68,0,1
2024-08-05,alimentos,375,21.48,14,0.0,0,1
2024-08-06,alimentos,344,30.7,14,0.03,0,1
2024-08-07,alimentos,326,21.45,14,0.0,0,1
2024-08-08,alimentos,799,16.16,14,3.2,0,1
2024-08-09,alimentos,788,19.31,14,4.37,0,1
2024-08-10,alimentos,774,14.4,14,1.34,0,1
2024-08-11,alimentos,761,20.19,14,3.58,0,1
2024-08-12,alimentos,750,23.52,14,0.0,0,1
2024-08-13,alimentos,743,16.64,14,2.26,0,1
2024-08-14,alimentos,731,3.82,14,1.79,0,1
2024-08-15,alimentos,713,21.48,14,4.62,0,1
2024-08-16,alimentos,701,17.59,14,1.95,0,1
2024-08-17,alimentos,690,16.35,14,1.91,0,1
2024-08-18,alimentos,670,16.3,14,0.03,0,1
2024-08-19,alimentos,659,22.1,14,2.62,0,1
2024-08-20,alimentos,645,18.06,14,0.0,0,1
2024-08-21,alimentos,630,24.75,14,0.0,0,1
2024-08-22,alimentos,628,24.86,14,0.16,0,1
2024-08-23,alimentos,614,18.75,14,0.0,0,1
2024-08-24,alimentos,604,17.5,14,1.9,0,1
2024-08-25,alimentos,600,20.74,14,0.0,0,1
2024-08-26,alimentos,595,19.37,14,2.91,0,1
2024-08-27,alimentos,581,11.34,14,0.0,0,1
2024-08-28,alimentos,561,29.67,14,0.48,0,1
2024-08-29,alimentos,552,23.67,14,2.25,0,1
2024-08-30,alimentos,532,17.78,14,4.97,0,1
2024-08-31,alimentos,516,10.52,14,0.0,0,1
2024-09-01,alimentos,513,19.2,14,0.0,0,1
2024-09-02,alimentos,506,17.16,14,2.82,0,1
2024-09-03,alimentos,494,19.8,14,1.11,0,1
2024-09-04,alimentos,475,9.28,14,1.87,0,1
2024-09-05,alimentos,468,17.74,14,1.43,0,1
2024-09-06,alimentos,452,18.04,14,0.55,0,1
2024-09-07,alimentos,444,19.14,14,0.23,0,1
2024-09-08,alimentos,435,18.92,14,4.02,0,1
2024-09-09,alimentos,429,20.36,14,0.0,0,1
2024-09-10,alimentos,408,27.71,14,0.0,0,1
2024-09-11,alimentos,402,17.52,14,0.0,0,1
2024-09-12,alimentos,390,15.54,14,4.1,0,1
2024-09-13,alimentos,384,11.46,14,4.77,0,1
2024-09-14,alimentos,371,17.54,14,2.5,0,1
2024-09-15,alimentos,353,13.09,14,0.0,0,1
2024-09-16,alimentos,345,24.9,14,2.01,0,1
2024-09-17,alimentos,333,19.62,14,0.51,0,1
2024-09-18,alimentos,324,24.8,14,0.0,0,1
2024-09-19,alimentos,581,27.43,14,3.59,0,1
2024-09-20,alimentos,568,15.77,14,3.5,0,1
2024-09-21,alimentos,553,18.36,14,0.0,0,1
2024-09-22,alimentos,553,26.76,14,2.72,0,1
2024-09-23,alimentos,533,21.05,14,0.0,0,1
2024-09-24,alimentos,526,22.71,14,0.87,0,1
2024-09-25,alimentos,518,25.26,14,0.0,0,1
2024-09-26,alimentos,518,24.58,14,0.0,0,1
2024-09-27,alimentos,506,22.15,14,0.0,0,1
2024-09-28,alimentos,497,27.08,14,0.0,0,1
2024-09-29,alimentos,484,19.76,14,0.0,0,1
2024-09-30,alimentos,472,22.7,14,6.08,0,1
2024-10-01,alimentos,460,19.22,14,0.0,0,1
2024-10-02,alimentos,456,25.2,14,1.37,0,1
2024-10-03,alimentos,454,16.6,14,1.78,0,1
2024-10-04,alimentos,443,11.69,14,0.0,0,1
2024-10-05,alimentos,436,23.37,14,1.71,0,1
2024-10-06,alimentos,428,15.0,14,0.0,0,1
2024-10-07,alimentos,421,14.5,14,1.1,0,1
2024-10-08,alimentos,410,26.42,14,0.56,0,1
2024-10-09,alimentos,401,24.93,14,0.06,0,1
2024-10-10,alimentos,383,18.39,14,0.0,0,1
2024-10-11,alimentos,366,4.87,14,3.22,0,1
2024-10-12,alimentos,361,22.77,14,3.59,0,1
2024-10-13,alimentos,346,23.41,14,1.89,0,1
2024-10-14,alimentos,333,22.68,14,1.4,0,1
2024-10-15,alimentos,326,22.45,14,0.0,0,1
2024-10-16,alimentos,570,19.19,14,1.59,0,1
2024-10-17,alimentos,563,18.05,14,0.0,0,1
2024-10-18,alimentos,551,14.57,14,0.0,0,1
2024-10-19,alimentos,541,16.61,14,0.0,0,1
2024-10-20,alimentos,531,21.71,14,0.3,0,1
2024-10-21,alimentos,521,21.79,14,2.55,0,1
2024-10-22,alimentos,508,24.05,14,1.03,0,1
2024-10-23,alimentos,500,13.07,14,0.36,0,1
2024-10-24,alimentos,479,11.8,14,0.4,0,1
2024-10-25,alimentos,474,18.2,14,2.52,0,1
2024-10-26,alimentos,460,15.0,14,0.0,0,1
2024-10-27,alimentos,456,21.03,14,0.91,0,1
2024-10-28,alimentos,436,13.55,14,2.91,0,1
2024-10-29,alimentos,427,26.0,14,0.85,0,1
2024-10-30,alimentos,419,15.99,14,0.26,0,1
2024-10-31,alimentos,409,28.06,14,0.25,0,1
2024-11-01,alimentos,398,22.72,14,0.0,0,1
2024-11-02,alimentos,391,14.82,14,0.99,0,1
2024-11-03,alimentos,371,30.57,14,0.0,0,1
2024-11-04,alimentos,364,21.43,14,0.8,0,1
2024-11-05,alimentos,361,20.93,14,0.0,0,1
2024-11-06,alimentos,349,19.77,14,4.55,0,1
2024-11-07,alimentos,340,22.43,14,0.0,0,1
2024-11-08,alimentos,321,22.73,14,0.0,0,1
2024-11-09,alimentos,779,15.78,14,0.47,0,1
2024-11-10,alimentos,761,19.03,14,0.0,0,1
2024-11-11,alimentos,745,20.68,14,1.44,0,1
2024-11-12,alimentos,730,23.01,14,2.41,0,1
2024-11-13,alimentos,717,23.1,14,0.0,0,1
2024-11-14,alimentos,711,20.92,14,1.25,0,1
2024-11-15,alimentos,701,17.35,14,1.1,0,1
2024-11-16,alimentos,684,17.09,14,0.0,0,1
2024-11-17,alimentos,662,14.14,14,0.0,0,1
2024-11-18,alimentos,654,23.06,14,3.4,0,1
2024-11-19,alimentos,647,17.02,14,0.27,0,1
2024-11-20,alimentos,633,19.14,14,0.0,0,1
2024-11-21,alimentos,629,21.29,14,0.93,0,1
2024-11-22,alimentos,606,20.12,14,0.0,0,1
2024-11-23,alimentos,596,20.07,14,0.29,0,1
2024-11-24,alimentos,572,15.58,14,1.55,0,1
2024-11-25,alimentos,556,21.44,14,0.92,0,1
2024-11-26,alimentos,546,18.54,14,5.92,0,1
2024-11-27,alimentos,532,19.67,14,3.89,0,1
2024-11-28,alimentos,513,25.89,14,0.71,0,1
2024-11-29,alimentos,510,22.63,14,1.19,0,1
2024-11-30,alimentos,498,17.25,14,0.0,0,1
2024-12-01,alimentos,479,19.36,14,0.0,0,1
2024-12-02,alimentos,460,28.1,14,0.58,0,1
2024-12-03,alimentos,442,18.56,14,2.68,0,1
2024-12-04,alimentos,418,20.3,14,1.33,0,1
2024-12-05,alimentos,403,23.42,14,1.11,0,1
2024-12-06,alimentos,388,21.18,14,0.0,0,1
2024-12-07,alimentos,374,18.24,14,0.0,0,1
2024-12-08,alimentos,362,16.38,14,0.0,0,1
2024-12-09,alimentos,346,20.05,14,0.0,0,1
2024-12-10,alimentos,331,23.39,14,1.79,0,1
2024-12-11,alimentos,316,26.7,14,3.71,0,1
2024-12-12,alimentos,793,12.77,14,0.0,0,1
2024-12-13,alimentos,779,28.91,14,0.9,0,1
2024-12-14,alimentos,761,18.66,14,4.11,0,1
2024-12-15,alimentos,741,24.72,14,0.26,0,1
2024-12-16,alimentos,725,16.41,14,2.34,0,1
2024-12-17,alimentos,715,12.05,14,0.0,0,1
2024-12-18,alimentos,697,13.54,14,4.68,0,1
2024-12-19,alimentos,668,18.45,14,0.0,0,1
2024-12-20,alimentos,647,22.72,14,0.0,0,1
2024-12-21,alimentos,631,20.26,14,4.2,0,1
2024-12-22,alimentos,612,18.85,14,2.48,0,1
2024-12-23,alimentos,592,25.69,14,0.0,0,1
2024-12-24,alimentos,569,20.11,14,1.5,0,1
2024-12-25,alimentos,553,21.5,14,1.76,0,1
2024-12-26,alimentos,531,35.66,14,0.0,0,1
2024-12-27,alimentos,512,20.06,14,0.0,0,1
2024-12-28,alimentos,499,16.62,14,2.52,0,1
2024-12-29,alimentos,484,22.5,14,1.92,0,1
2024-12-30,alimentos,466,23.77,14,0.0,0,1
2024-01-01,alimentos,492,21.6,11,0.4,0,1
2024-01-02,alimentos,469,20.88,11,2.07,0,1
2024-01-03,alimentos,444,27.51,11,0.92,0,1
2024-01-04,alimentos,426,27.29,11,0.0,1,1
2024-01-05,alimentos,408,19.51,11,0.0,0,1
2024-01-06,alimentos,389,16.88,11,1.63,0,1
2024-01-07,alimentos,362,22.25,11,0.44,0,1
2024-01-08,alimentos,341,16.85,11,0.38,0,1
2024-01-09,alimentos,323,24.53,11,0.82,0,1
2024-01-10,alimentos,557,22.22,11,2.42,0,1
2024-01-11,alimentos,542,33.45,11,0.0,0,1
2024-01-12,alimentos,521,27.47,11,0.0,0,1
2024-01-13,alimentos,491,15.11,11,1.27,1,1
2024-01-14,alimentos,466,17.51,11,1.0,0,1
2024-01-15,alimentos,441,10.53,11,4.53,0,1
2024-01-16,alimentos,423,9.41,11,1.27,0,1
2024-01-17,alimentos,401,20.67,11,3.12,0,1
2024-01-18,alimentos,379,14.14,11,2.29,0,1
2024-01-19,alimentos,360,28.31,11,2.86,0,1
2024-01-20,alimentos,335,25.89,11,0.22,0,1
2024-01-21,alimentos,319,18.74,11,0.0,0,1
2024-01-22,alimentos,590,18.86,11,4.52,1,1
2024-01-23,alimentos,572,27.53,11,0.77,0,1
2024-01-24,alimentos,538,28.67,11,0.27,0,1
2024-01-25,alimentos,511,15.44,11,0.0,0,1
2024-01-26,alimentos,494,14.79,11,1.94,0,1
2024-01-27,alimentos,478,18.59,11,0.0,0,1
2024-01-28,alimentos,448,22.66,11,0.0,1,1
2024-01-29,alimentos,424,17.53,11,0.0,0,1
2024-01-30,alimentos,399,22.36,11,0.0,0,1
2024-01-31,alimentos,375,29.85,11,0.0,0,1
2024-02-01,alimentos,341,13.07,11,1.96,0,1
2024-02-02,alimentos,311,18.27,11,0.11,1,1
2024-02-03,alimentos,782,13.17,11,2.52,0,1
2024-02-04,alimentos,767,15.92,11,5.09,0,1
2024-02-05,alimentos,750,18.63,11,1.1,0,1
2024-02-06,alimentos,725,16.46,11,2.69,0,1
2024-02-07,alimentos,691,22.7,11,2.22,0,1
2024-02-08,alimentos,657,20.85,11,1.43,0,1
2024-02-09,alimentos,633,21.6,11,0.0,0,1
2024-02-10,alimentos,610,18.57,11,0.61,0,1
2024-02-11,alimentos,585,19.03,11,0.0,0,1
2024-02-12,alimentos,565,18.35,11,1.47,0,1
2024-02-13,alimentos,543,18.86,11,1.37,0,1
2024-02-14,alimentos,514,22.2,11,0.0,0,1
2024-02-15,alimentos,492,10.48,11,2.03,0,1
2024-02-16,alimentos,464,21.54,11,0.0,0,1
2024-02-17,alimentos,441,15.76,11,1.35,0,1
2024-02-18,alimentos,409,18.41,11,0.0,0,1
2024-02-19,alimentos,370,12.29,11,0.0,0,1
2024-02-20,alimentos,339,18.31,11,3.6,0,1
2024-02-21,alimentos,313,21.49,11,2.8,0,1
2024-02-22,alimentos,633,22.39,11,1.63,0,1
2024-02-23,alimentos,606,14.17,11,0.0,0,1
2024-02-24,alimentos,581,22.14,11,0.0,0,1
2024-02-25,alimentos,546,25.8,11,0.0,0,1
2024-02-26,alimentos,514,17.63,11,0.33,0,1
2024-02-27,alimentos,484,20.1,11,1.45,0,1
2024-02-28,alimentos,458,9.76,11,0.0,0,1
2024-02-29,alimentos,429,15.61,11,3.67,0,1
2024-03-01,alimentos,408,21.45,11,0.0,0,1
2024-03-02,alimentos,373,24.88,11,2.24,0,1
2024-03-03,alimentos,336,17.1,11,0.36,0,1
2024-03-04,alimentos,292,33.45,11,0.74,0,1
2024-03-05,alimentos,610,21.67,11,0.0,0,1
2024-03-06,alimentos,578,13.73,11,0.0,0,1
2024-03-07,alimentos,556,26.54,11,0.0,0,1
2024-03-08,alimentos,530,13.84,11,3.2,0,1
2024-03-09,alimentos,498,21.74,11,0.0,0,1
2024-03-10,alimentos,475,15.45,11,0.0,0,1
2024-03-11,alimentos,453,13.31,11,1.24,0,1
2024-03-12,alimentos,426,24.91,11,2.56,0,1
2024-03-13,alimentos,386,18.8,11,1.94,0,1
2024-03-14,alimentos,362,28.73,11,0.51,0,1
2024-03-15,alimentos,335,15.01,11,2.1,0,1
2024-03-16,alimentos,307,12.3,11,0.0,0,1
2024-03-17,alimentos,594,17.7,11,1.18,0,1
2024-03-18,alimentos,565,34.55,11,1.53,0,1
2024-03-19,alimentos,526,24.27,11,0.6,0,1
2024-03-20,alimentos,497,22.87,11,0.0,0,1
2024-03-21,alimentos,466,23.03,11,0.0,0,1
2024-03-22,alimentos,425,17.68,11,0.0,0,1
2024-03-23,alimentos,403,33.75,11,2.76,0,1
2024-03-24,alimentos,375,22.39,11,0.0,0,1
2024-03-25,alimentos,345,21.92,11,0.0,0,1
2024-03-26,alimentos,312,25.02,11,1.92,0,1
2024-03-27,alimentos,679,13.73,11,0.0,0,1
2024-03-28,alimentos,654,15.7,11,0.0,0,1
2024-03-29,alimentos,630,18.87,11,0.0,0,1
2024-03-30,alimentos,601,25.06,11,4.81,0,1
2024-03-31,alimentos,583,13.61,11,0.0,0,1
2024-04-01,alimentos,545,19.76,11,1.81,0,1
2024-04-02,alimentos,515,19.06,11,4.98,0,1
2024-04-03,alimentos,486,12.23,11,0.0,0,1
2024-04-04,alimentos,463,17.56,11,0.36,0,1
2024-04-05,alimentos,430,22.81,11,0.0,0,1
2024-04-06,alimentos,387,12.68,11,0.0,0,1
2024-04-07,alimentos,362,27.16,11,0.68,0,1
2024-04-08,alimentos,327,22.44,11,3.42,0,1
2024-04-09,alimentos,567,21.83,11,1.76,0,1
2024-04-10,alimentos,539,20.14,11,3.9,0,1
2024-04-11,alimentos,503,14.64,11,0.77,0,1
2024-04-12,alimentos,476,16.85,11,0.0,0,1
2024-04-13,alimentos,449,21.91,11,2.84,0,1
2024-04-14,alimentos,419,16.84,11,0.0,0,1
2024-04-15,alimentos,390,21.04,11,0.76,0,1
2024-04-16,alimentos,368,15.61,11,1.73,0,1
2024-04-17,alimentos,333,22.36,11,2.37,0,1
2024-04-18,alimentos,289,22.73,11,0.46,0,1
2024-04-19,alimentos,738,11.96,11,2.08,0,1
2024-04-20,alimentos,705,20.44,11,0.0,0,1
2024-04-21,alimentos,679,12.49,11,0.0,0,1
2024-04-22,alimentos,653,10.79,11,1.64,0,1
2024-04-23,alimentos,621,17.13,11,0.63,0,1
2024-04-24,alimentos,597,34.08,11,0.0,0,1
2024-04-25,alimentos,565,23.98,11,2.33,0,1
2024-04-26,alimentos,530,27.06,11,1.02,0,1
2024-04-27,alimentos,497,23.14,11,0.0,0,1
2024-04-28,alimentos,467,21.13,11,1.45,0,1
2024-04-29,alimentos,447,24.58,11,1.64,0,1
2024-04-30,alimentos,415,16.9,11,0.51,0,1
2024-05-01,alimentos,386,22.45,11,1.1,0,1
2024-05-02,alimentos,344,25.99,11,2.97,0,1
2024-05-03,alimentos,315,23.6,11,0.0,0,1
2024-05-04,alimentos,726,26.31,11,2.34,0,1
2024-05-05,alimentos,708,21.01,11,0.0,0,1
2024-05-06,alimentos,677,28.56,11,0.0,0,1
2024-05-07,alimentos,636,19.06,11,0.0,0,1
2024-05-08,alimentos,616,30.69,11,3.47,0,1
2024-05-09,alimentos,583,22.97,11,0.0,0,1
2024-05-10,alimentos,550,18.18,11,0.55,0,1
2024-05-11,alimentos,520,14.2,11,0.0,0,1
2024-05-12,alimentos,498,16.06,11,0.29,0,1
2024-05-13,alimentos,475,15.3,11,0.33,0,1
2024-05-14,alimentos,449,19.66,11,2.38,0,1
2024-05-15,alimentos,428,13.73,11,1.13,0,1
2024-05-16,alimentos,400,26.56,11,0.0,0,1
2024-05-17,alimentos,377,20.65,11,0.0,0,1
2024-05-18,alimentos,348,20.45,11,3.0,0,1
2024-05-19,alimentos,324,14.27,11,1.54,0,1
2024-05-20,alimentos,726,16.25,11,0.01,0,1
2024-05-21,alimentos,697,9.0,11,2.65,0,1
2024-05-22,alimentos,670,28.19,11,4.96,0,1
2024-05-23,alimentos,651,13.01,11,0.69,0,1
2024-05-24,alimentos,623,13.39,11,3.28,0,1
2024-05-25,alimentos,599,27.17,11,0.69,0,1
2024-05-26,alimentos,570,22.04,11,4.17,0,1
2024-05-27,alimentos,540,20.7,11,0.85,0,1
2024-05-28,alimentos,521,21.8,11,0.0,0,1
2024-05-29,alimentos,496,24.87,11,3.3,0,1
2024-05-30,alimentos,473,20.6,11,0.88,0,1
2024-05-31,alimentos,432,12.38,11,0.69,0,1
2024-06-01,alimentos,406,23.77,11,2.31,0,1
2024-06-02,alimentos,378,22.21,11,0.44,0,1
2024-06-03,alimentos,357,25.96,11,0.0,0,1
2024-06-04,alimentos,334,13.85,11,0.0,0,1
2024-06-05,alimentos,302,16.45,11,0.0,0,1
2024-06-06,alimentos,577,22.06,11,0.0,0,1
2024-06-07,alimentos,559,15.38,11,2.71,0,1
2024-06-08,alimentos,535,8.34,11,0.0,0,1
2024-06-09,alimentos,520,21.09,11,0.0,0,1
2024-06-10,alimentos,495,24.58,11,0.46,0,1
2024-06-11,alimentos,471,19.46,11,1.27,0,1
2024-06-12,alimentos,452,22.84,11,1.56,0,1
2024-06-13,alimentos,443,22.12,11,0.93,0,1
2024-06-14,alimentos,419,20.15,11,0.91,0,1
2024-06-15,alimentos,401,20.78,11,0.0,0,1
2024-06-16,alimentos,386,26.85,11,1.59,0,1
2024-06-17,alimentos,360,15.28,11,0.0,0,1
2024-06-18,alimentos,338,23.97,11,2.89,0,1
2024-06-19,alimentos,316,14.2,11,0.06,0,1
2024-06-20,alimentos,517,16.13,11,0.0,0,1
2024-06-21,alimentos,494,26.08,11,1.05,0,1
2024-06-22,alimentos,477,14.05,11,2.15,0,1
2024-06-23,alimentos,453,18.89,11,0.0,0,1
2024-06-24,alimentos,436,31.91,11,1.89,0,1
2024-06-25,alimentos,425,25.23,11,3.44,0,1
2024-06-26,alimentos,413,16.41,11,1.26,0,1
2024-06-27,alimentos,402,17.27,11,0.0,0,1
2024-06-28,alimentos,372,19.25,11,0.55,0,1
2024-06-29,alimentos,353,26.66,11,0.0,0,1
2024-06-30,alimentos,320,15.09,11,0.0,0,1
2024-07-01,alimentos,765,14.79,11,0.0,0,1
2024-07-02,alimentos,726,23.67,11,4.22,0,1
2024-07-03,alimentos,697,11.69,11,0.0,0,1
2024-07-04,alimentos,681,15.54,11,0.21,0,1
2024-07-05,alimentos,661,19.67,11,0.0,0,1
2024-07-06,alimentos,644,19.93,11,4.62,0,1
2024-07-07,alimentos,626,13.28,11,1.4,0,1
2024-07-08,alimentos,598,21.87,11,0.0,0,1
2024-07-09,alimentos,580,22.87,11,2.18,0,1
2024-07-10,alimentos,554,16.79,11,3.19,0,1
2024-07-11,alimentos,547,28.4,11,0.0,0,1
2024-07-12,alimentos,529,21.8,11,3.06,0,1
2024-07-13,alimentos,514,15.08,11,0.0,0,1
2024-07-14,alimentos,495,28.2,11,0.0,0,1
2024-07-15,alimentos,483,17.48,11,4.69,0,1
2024-07-16,alimentos,460,20.99,11,1.29,0,1
2024-07-17,alimentos,446,17.67,11,0.0,0,1
2024-07-18,alimentos,432,23.22,11,4.33,0,1
2024-07-19,alimentos,425,17.69,11,0.0,0,1
2024-07-20,alimentos,422,18.0,11,0.0,0,1
2024-07-21,alimentos,393,19.3,11,2.37,0,1
2024-07-22,alimentos,381,17.59,11,0.0,0,1
2024-07-23,alimentos,354,25.46,11,0.68,0,1
2024-07-24,alimentos,341,13.81,11,0.0,0,1
2024-07-25,alimentos,327,19.91,11,0.0,0,1
2024-07-26,alimentos,607,20.55,11,1.77,0,1
2024-07-27,alimentos,587,19.48,11,0.0,0,1
2024-07-28,alimentos,570,24.94,11,2.21,0,1
2024-07-29,alimentos,548,12.58,11,0.0,0,1
2024-07-30,alimentos,528,22.94,11,0.16,0,1
2024-07-31,alimentos,507,13.88,11,0.0,0,1
2024-08-01,alimentos,491,17.56,11,0.1,0,1
2024-08-02,alimentos,478,13.36,11,0.0,0,1
2024-08-03,alimentos,465,18.44,11,1.34,0,1
2024-08-04,alimentos,449,17.21,11,1.43,0,1
2024-08-05,alimentos,436,28.29,11,0.0,0,1
2024-08-06,alimentos,424,21.31,11,0.0,0,1
2024-08-07,alimentos,406,22.3,11,1.42,0,1
2024-08-08,alimentos,386,14.56,11,1.66,0,1
2024-08-09,alimentos,378,23.8,11,0.0,0,1
2024-08-10,alimentos,368,28.29,11,0.0,0,1
2024-08-11,alimentos,350,24.45,11,0.0,0,1
2024-08-12,alimentos,340,13.54,11,0.0,0,1
2024-08-13,alimentos,328,17.78,11,0.0,0,1
2024-08-14,alimentos,309,20.64,11,1.49,0,1
2024-08-15,alimentos,730,17.21,11,0.0,0,1
2024-08-16,alimentos,714,32.76,11,1.99,0,1
2024-08-17,alimentos,700,17.69,11,0.0,0,1
2024-08-18,alimentos,678,19.88,11,2.32,0,1
2024-08-19,alimentos,656,17.1,11,0.0,0,1
2024-08-20,alimentos,641,21.26,11,0.14,0,1
2024-08-21,alimentos,630,27.01,11,1.9,0,1
2024-08-22,alimentos,616,20.67,11,0.0,0,1
2024-08-23,alimentos,603,19.0,11,0.0,0,1
2024-08-24,alimentos,588,14.73,11,0.0,0,1
2024-08-25,alimentos,586,26.14,11,2.5,0,1
2024-08-26,alimentos,572,19.38,11,0.0,0,1
2024-08-27,alimentos,567,19.17,11,0.0,0,1
2024-08-28,alimentos,558,8.41,11,3.36,0,1
2024-08-29,alimentos,536,19.46,11,0.0,0,1
2024-08-30,alimentos,534,18.09,11,0.0,0,1
2024-08-31,alimentos,530,10.97,11,1.01,0,1
2024-09-01,alimentos,522,25.05,11,3.21,0,1
2024-09-02,alimentos,520,17.42,11,3.87,0,1
2024-09-03,alimentos,518,29.58,11,0.0,0,1
2024-09-04,alimentos,518,27.17,11,1.67,0,1
2024-09-05,alimentos,503,16.5,11,0.31,0,1
2024-09-06,alimentos,493,26.95,11,0.39,0,1
2024-09-07,alimentos,490,28.15,11,1.46,0,1
2024-09-08,alimentos,484,17.3,11,1.21,0,1
2024-09-09,alimentos,470,14.94,11,0.0,0,1
2024-09-10,alimentos,459,9.32,11,0.0,0,1
2024-09-11,alimentos,454,22.0,11,3.81,0,1
2024-09-12,alimentos,454,15.23,11,0.0,0,1
2024-09-13,alimentos,437,22.15,11,1.71,0,1
2024-09-14,alimentos,427,17.26,11,3.55,0,1
2024-09-15,alimentos,423,16.2,11,0.19,0,1
2024-09-16,alimentos,414,17.29,11,3.37,0,1
2024-09-17,alimentos,388,13.6,11,0.0,0,1
2024-09-18,alimentos,388,17.29,11,2.66,0,1
2024-09-19,alimentos,372,16.42,11,0.78,0,1
2024-09-20,alimentos,362,20.03,11,0.07,0,1
2024-09-21,alimentos,354,20.62,11,2.15,0,1
2024-09-22,alimentos,344,14.74,11,0.11,0,1
2024-09-23,alimentos,339,25.6,11,0.0,0,1
2024-09-24,alimentos,329,19.3,11,0.0,0,1
2024-09-25,alimentos,321,27.61,11,1.73,0,1
2024-09-26,alimentos,627,21.31,11,1.92,0,1
2024-09-27,alimentos,627,20.45,11,4.15,0,1
2024-09-28,alimentos,616,17.65,11,1.46,0,1
2024-09-29,alimentos,608,23.17,11,0.0,0,1
2024-09-30,alimentos,603,20.27,11,0.81,0,1
2024-10-01,alimentos,596,24.39,11,0.27,0,1
2024-10-02,alimentos,591,28.12,11,2.87,0,1
2024-10-03,alimentos,584,16.47,11,2.95,0,1
2024-10-04,alimentos,579,23.17,11,5.38,0,1
2024-10-05,alimentos,559,23.03,11,0.27,0,1
2024-10-06,alimentos,552,22.39,11,2.97,0,1
2024-10-07,alimentos,545,17.93,11,3.57,0,1
2024-10-08,alimentos,526,18.04,11,2.1,0,1
2024-10-09,alimentos,509,17.18,11,0.0,0,1
2024-10-10,alimentos,503,17.08,11,0.0,0,1
2024-10-11,alimentos,495,15.9,11,2.18,0,1
2024-10-12,alimentos,493,19.58,11,1.77,0,1
2024-10-13,alimentos,484,16.31,11,0.0,0,1
2024-10-14,alimentos,466,22.28,11,0.0,0,1
2024-10-15,alimentos,456,20.38,11,1.61,0,1
2024-10-16,alimentos,451,20.95,11,0.0,0,1
2024-10-17,alimentos,442,18.73,11,0.97,0,1
2024-10-18,alimentos,430,20.44,11,0.0,0,1
2024-10-19,alimentos,418,18.86,11,0.0,0,1
2024-10-20,alimentos,409,24.0,11,0.0,0,1
2024-10-21,alimentos,396,17.89,11,0.97,0,1
2024-10-22,alimentos,391,21.98,11,0.52,0,1
2024-10-23,alimentos,384,13.57,11,0.0,0,1
2024-10-24,alimentos,371,23.66,11,0.0,0,1
2024-10-25,alimentos,361,17.3,11,0.9,0,1
2024-10-26,alimentos,354,15.54,11,1.5,0,1
2024-10-27,alimentos,346,14.41,11,2.01,0,1
2024-10-28,alimentos,332,14.01,11,0.0,0,1
2024-10-29,alimentos,322,17.69,11,1.08,0,1
2024-10-30,alimentos,720,27.59,11,1.73,0,1
2024-10-31,alimentos,705,16.88,11,0.0,0,1
2024-11-01,alimentos,694,9.05,11,0.0,0,1
2024-11-02,alimentos,679,21.93,11,0.0,0,1
2024-11-03,alimentos,666,14.53,11,0.0,0,1
2024-11-04,alimentos,658,24.17,11,3.04,0,1
2024-11-05,alimentos,645,17.99,11,0.0,0,1
2024-11-06,alimentos,624,18.73,11,0.0,0,1
2024-11-07,alimentos,619,26.09,11,0.0,0,1
2024-11-08,alimentos,605,23.19,11,1.8,0,1
2024-11-09,alimentos,605,13.87,11,0.0,0,1
2024-11-10,alimentos,596,14.6,11,0.0,0,1
2024-11-11,alimentos,594,11.18,11,3.56,0,1
2024-11-12,alimentos,578,33.12,11,0.0,0,1
2024-11-13,alimentos,559,15.79,11,0.0,0,1
2024-11-14,alimentos,541,25.95,11,0.0,0,1
